DATEPRD,WELL_BORE_CODE,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DP_TUBING,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,BORE_WI_VOL,FLOW_KIND
2008-02-28,Well-C1,0.0,0.0,0.0,0.0,0.0,5.44651,0.0,0.0,0.0,,production
2008-02-29,Well-C1,0.0,0.0,0.0,0.0,0.0,6.3644,0.0,0.0,0.0,,production
2008-03-01,Well-C1,0.0,0.0,0.0,0.0,2e-05,7.2751,0.0,0.0,0.0,,production
2008-03-02,Well-C1,0.0,0.0,0.0,0.0,0.00013,8.1182,0.0,0.0,0.0,,production
2008-03-03,Well-C1,0.0,0.0,0.0,0.0,0.00301,8.94931,0.0,0.0,0.0,,production
2008-03-04,Well-C1,0.0,0.0,0.0,0.0,0.00604,9.72088,0.0,0.0,0.0,,production
2008-03-05,Well-C1,0.0,0.0,0.0,0.0,0.0,10.7844,0.0,0.0,0.0,,production
2008-03-06,Well-C1,0.0,0.0,0.0,0.0,0.0,11.91114,0.0,0.0,0.0,,production
2008-03-07,Well-C1,0.0,0.0,0.0,0.0,0.0,12.87469,0.0,0.0,0.0,,production
2008-03-08,Well-C1,0.0,0.0,0.0,0.0,0.0,13.91169,0.0,0.0,0.0,,production
2008-03-09,Well-C1,0.0,0.0,0.0,0.0,0.0,14.996,0.0,0.0,0.0,,production
2008-03-10,Well-C1,0.0,0.0,0.0,0.0,0.0,15.85424,0.0,0.0,0.0,,production
2008-03-11,Well-C1,0.0,0.0,0.0,0.0,0.0,16.27521,0.0,0.0,0.0,,production
2008-03-12,Well-C1,0.0,0.0,0.0,0.0,0.0,16.49341,0.0,0.0,0.0,,production
2008-03-13,Well-C1,0.0,0.0,0.0,0.0,0.0,17.86627,0.0,0.0,0.0,,production
2008-03-14,Well-C1,0.0,0.0,0.0,0.0,3e-05,25.39629,0.0,0.0,0.0,,production
2008-03-15,Well-C1,0.0,0.0,0.0,0.0,0.0,31.41855,0.0,0.0,0.0,,production
2008-03-16,Well-C1,0.0,0.0,0.0,0.0,0.0,31.15885,0.0,0.0,0.0,,production
2008-03-17,Well-C1,0.0,0.0,0.0,0.0,0.00101,30.95724,0.0,0.0,0.0,,production
2008-03-18,Well-C1,0.0,0.0,0.0,0.0,0.00083,30.90056,0.0,0.0,0.0,,production
2008-03-19,Well-C1,0.0,0.0,0.0,0.0,0.00045,30.56417,0.0,0.0,0.0,,production
2008-03-20,Well-C1,0.0,0.0,0.0,0.0,0.00026,30.31562,0.0,0.0,0.0,,production
2008-03-21,Well-C1,0.0,0.0,0.0,0.0,0.00091,30.22878,0.0,0.0,0.0,,production
2008-03-22,Well-C1,0.0,0.0,0.0,0.0,0.0023,30.39496,0.0,0.0,0.0,,production
2008-03-23,Well-C1,0.0,0.0,0.0,0.0,0.00658,30.5011,0.0,0.0,0.0,,production
2008-03-24,Well-C1,0.0,0.0,0.0,0.0,0.00936,30.51044,0.0,0.0,0.0,,production
2008-03-25,Well-C1,0.0,0.0,0.0,0.0,0.00785,30.58097,0.0,0.0,0.0,,production
2008-03-26,Well-C1,0.0,0.0,0.0,0.0,0.00215,17.85681,0.0,0.0,0.0,,production
2008-03-27,Well-C1,0.0,0.0,0.0,0.0,0.00319,1.48369,0.0,0.0,0.0,,production
2008-03-28,Well-C1,0.0,0.0,0.0,0.0,0.00089,1.1368,0.0,0.0,0.0,,production
2008-03-29,Well-C1,0.0,0.0,0.0,0.0,0.0,26.05963,0.0,0.0,0.0,,production
2008-03-30,Well-C1,0.0,0.0,0.0,0.0,0.0,21.26599,0.0,0.0,0.0,,production
2008-03-31,Well-C1,0.0,0.0,0.0,0.0,0.0,3.19978,0.0,0.0,0.0,,production
2008-04-01,Well-C1,0.0,0.0,0.0,0.0,0.0,30.42127,0.0,0.0,0.0,,production
2008-04-02,Well-C1,0.0,0.0,0.0,0.0,0.0,30.706,0.0,0.0,0.0,,production
2008-04-03,Well-C1,0.0,0.0,0.0,0.0,0.0,30.68292,0.0,0.0,0.0,,production
2008-04-04,Well-C1,0.0,0.0,0.0,0.0,0.0,30.70992,0.0,0.0,0.0,,production
2008-04-05,Well-C1,0.0,0.0,0.0,0.0,0.0,30.81608,0.0,0.0,0.0,,production
2008-04-06,Well-C1,0.0,0.0,0.0,0.0,0.0,31.57922,0.0,0.0,0.0,,production
2008-04-07,Well-C1,0.0,0.0,0.0,0.0,0.0,31.37773,0.0,0.0,0.0,,production
2008-04-08,Well-C1,0.0,0.0,0.0,0.0,0.0,31.39354,0.0,0.0,0.0,,production
2008-04-09,Well-C1,0.0,0.0,0.0,0.0,0.0,31.07492,0.0,0.0,0.0,,production
2008-04-10,Well-C1,0.0,0.0,0.0,0.0,0.0,31.26225,0.0,0.0,0.0,,production
2008-04-11,Well-C1,0.0,0.0,0.0,0.0,0.0,31.2329,0.0,0.0,0.0,,production
2008-04-12,Well-C1,0.0,0.0,0.0,0.0,0.0,17.79576,0.0,0.0,0.0,,production
2008-04-13,Well-C1,0.0,0.0,0.0,0.0,0.0,2.29245,0.0,0.0,0.0,,production
2008-04-14,Well-C1,0.0,0.0,0.0,0.0,0.0,11.35049,0.0,0.0,0.0,,production
2008-04-15,Well-C1,0.0,0.0,0.0,0.0,0.0,28.72326,0.0,0.0,0.0,,production
2008-04-16,Well-C1,0.0,0.0,0.0,0.0,0.0,31.10648,0.0,0.0,0.0,,production
2008-04-17,Well-C1,0.0,0.0,0.0,0.0,0.0,25.24975,0.0,0.0,0.0,,production
2008-04-18,Well-C1,0.0,0.0,0.0,0.0,0.0,30.03376,0.0,0.0,0.0,,production
2008-04-19,Well-C1,0.0,0.0,0.0,0.0,0.0,27.2735,0.0,0.0,0.0,,production
2008-04-20,Well-C1,0.0,0.0,0.0,0.0,0.0,31.15793,0.0,0.0,0.0,,production
2008-04-21,Well-C1,0.0,0.0,0.0,0.0,0.0,31.19338,0.0,0.0,0.0,,production
2008-04-22,Well-C1,0.0,0.0,0.0,0.0,0.0,31.22644,0.0,0.0,0.0,,production
2008-04-23,Well-C1,0.0,0.0,0.0,0.0,0.0,31.18078,0.0,0.0,0.0,,production
2008-04-24,Well-C1,0.0,0.0,0.0,0.0,0.0,31.18799,0.0,0.0,0.0,,production
2008-04-25,Well-C1,0.0,0.0,0.0,0.0,0.0,31.2233,0.0,0.0,0.0,,production
2008-04-26,Well-C1,0.0,0.0,0.0,0.0,0.0,31.23396,0.0,0.0,0.0,,production
2008-04-27,Well-C1,0.0,0.0,0.0,0.0,0.0,23.65977,0.0,0.0,0.0,,production
2008-04-29,Well-C1,0.0,0.0,0.0,0.0,0.0,0.78772,0.0,0.0,0.0,,production
2008-04-30,Well-C1,0.0,0.0,0.0,0.0,0.0,8.14422,0.0,0.0,0.0,,production
2008-05-01,Well-C1,0.0,0.0,0.0,0.0,0.0,18.24434,0.0,0.0,0.0,,production
2008-05-02,Well-C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,production
2008-05-03,Well-C1,0.0,0.0,0.0,0.0,0.0,30.13333,0.0,0.0,0.0,,production
2008-05-04,Well-C1,0.0,0.0,0.0,0.0,0.0,31.60686,0.0,0.0,0.0,,production
2008-05-05,Well-C1,0.0,0.0,0.0,0.0,0.0,31.49284,0.0,0.0,0.0,,production
2008-05-06,Well-C1,0.0,0.0,0.0,0.0,0.0,31.22672,0.0,0.0,0.0,,production
2008-05-07,Well-C1,0.0,0.0,0.0,0.0,0.0,31.23807,0.0,0.0,0.0,,production
2008-05-08,Well-C1,0.0,0.0,0.0,0.0,0.0,31.35273,0.0,0.0,0.0,,production
2008-05-09,Well-C1,0.0,0.0,0.0,0.0,0.0,31.73507,0.0,0.0,0.0,,production
2008-05-10,Well-C1,0.0,0.0,0.0,0.0,0.0,31.75192,0.0,0.0,0.0,,production
2008-05-11,Well-C1,0.0,0.0,0.0,0.0,0.0,31.76143,0.0,0.0,0.0,,production
2008-05-12,Well-C1,0.0,0.0,0.0,0.0,0.0,31.78259,0.0,0.0,0.0,,production
2008-05-13,Well-C1,0.0,0.0,0.0,0.0,0.0,31.83224,0.0,0.0,0.0,,production
2008-05-14,Well-C1,0.0,0.0,0.0,0.0,0.0,31.81885,0.0,0.0,0.0,,production
2008-05-15,Well-C1,0.0,0.0,0.0,0.0,0.0,32.05724,0.0,0.0,0.0,,production
2008-05-16,Well-C1,0.0,0.0,0.0,0.0,0.0,32.84746,0.0,0.0,0.0,,production
2008-05-17,Well-C1,0.0,0.0,0.0,0.0,0.0,32.84387,0.0,0.0,0.0,,production
2008-05-18,Well-C1,0.0,0.0,0.0,0.0,0.0,32.22446,0.0,0.0,0.0,,production
2008-05-19,Well-C1,0.0,0.0,0.0,0.0,0.0,31.85353,0.0,0.0,0.0,,production
2008-05-20,Well-C1,0.0,117.49929,117.49929,0.0,0.0,31.89367,0.0,0.0,0.0,,production
2008-05-21,Well-C1,0.0,240.00916,240.00916,0.0,0.0,31.8775,0.0,0.0,0.0,,production
2008-05-22,Well-C1,0.0,97.36413,97.36413,0.0,0.0,31.87778,0.0,0.0,0.0,,production
2008-05-23,Well-C1,0.0,0.0,0.0,0.0,0.0,31.88039,0.0,0.0,0.0,,production
2008-05-24,Well-C1,0.0,0.0,0.0,0.0,0.0,31.88185,0.0,0.0,0.0,,production
2008-05-25,Well-C1,0.0,0.0,0.0,0.0,0.0,31.88,0.0,0.0,0.0,,production
2008-05-26,Well-C1,0.0,0.0,0.0,0.0,0.0,31.882,0.0,0.0,0.0,,production
2008-05-27,Well-C1,0.0,0.0,0.0,0.0,0.0,31.88149,0.0,0.0,0.0,,production
2008-05-28,Well-C1,0.0,0.0,0.0,0.0,0.0,31.88074,0.0,0.0,0.0,,production
2008-05-29,Well-C1,0.0,0.0,0.0,0.0,0.0,31.88707,0.0,0.0,0.0,,production
2008-05-30,Well-C1,0.0,0.0,0.0,0.0,0.0,31.51518,0.0,0.0,0.0,,production
2008-05-31,Well-C1,0.0,0.0,0.0,0.0,0.0,4.47542,0.0,0.0,0.0,,production
2008-06-01,Well-C1,0.0,0.0,0.0,0.0,0.0,4.03885,0.0,0.0,0.0,,production
2008-06-02,Well-C1,0.0,0.0,0.0,0.0,0.0,11.1503,0.0,0.0,0.0,,production
2008-06-03,Well-C1,0.0,0.0,0.0,0.0,0.0,14.07928,0.0,0.0,0.0,,production
2008-06-04,Well-C1,0.0,0.0,0.0,0.0,0.0,30.47038,0.0,0.0,0.0,,production
2008-06-05,Well-C1,0.0,0.0,0.0,0.0,0.0,31.8679,0.0,0.0,0.0,,production
2008-06-06,Well-C1,0.0,0.0,0.0,0.0,0.0,31.86735,0.0,0.0,0.0,,production
2008-06-07,Well-C1,0.0,0.0,0.0,0.0,0.0,31.89891,0.0,0.0,0.0,,production
2008-06-08,Well-C1,0.0,0.0,0.0,0.0,0.0,31.87173,0.0,0.0,0.0,,production
2008-06-09,Well-C1,0.0,0.0,0.0,0.0,0.0,31.88667,0.0,0.0,0.0,,production
2008-06-10,Well-C1,0.0,0.0,0.0,0.0,0.0,31.88906,0.0,0.0,0.0,,production
2008-06-11,Well-C1,0.0,0.0,0.0,0.0,0.0,31.90173,0.0,0.0,0.0,,production
2008-06-12,Well-C1,0.0,0.0,0.0,0.0,0.0,31.89807,0.0,0.0,0.0,,production
2008-06-13,Well-C1,0.0,0.0,0.0,0.0,0.0,31.89703,0.0,0.0,0.0,,production
2008-06-14,Well-C1,0.0,0.0,0.0,0.0,0.0,20.87335,0.0,0.0,0.0,,production
2008-06-15,Well-C1,0.0,0.0,0.0,0.0,0.0,29.80199,0.0,0.0,0.0,,production
2008-06-16,Well-C1,0.0,0.0,0.0,0.0,0.0,31.88153,0.0,0.0,0.0,,production
2008-06-17,Well-C1,0.0,0.0,0.0,0.0,0.0,31.86755,0.0,0.0,0.0,,production
2008-06-18,Well-C1,0.0,0.0,0.0,0.0,0.0,31.90414,0.0,0.0,0.0,,production
2008-06-19,Well-C1,0.0,0.0,0.0,0.0,0.0,31.91515,0.0,0.0,0.0,,production
2008-06-20,Well-C1,0.0,0.0,0.0,0.0,0.0,30.86467,0.0,0.0,0.0,,production
2008-06-21,Well-C1,0.0,0.0,0.0,0.0,0.0,31.84294,0.0,0.0,0.0,,production
2008-06-22,Well-C1,0.0,0.0,0.0,0.0,0.0,12.84838,0.0,0.0,0.0,,production
2008-06-23,Well-C1,0.0,0.0,0.0,0.0,0.0,0.55623,0.0,0.0,0.0,,production
2008-06-24,Well-C1,0.0,0.0,0.0,0.0,0.0,0.26608,0.0,0.0,0.0,,production
2008-06-25,Well-C1,0.0,0.0,0.0,0.0,0.0,1.04529,0.0,0.0,0.0,,production
2008-06-26,Well-C1,0.0,0.0,0.0,0.0,0.0,2.44012,0.0,0.0,0.0,,production
2008-06-27,Well-C1,0.0,0.0,0.0,0.0,0.0,2.77805,0.0,0.0,0.0,,production
2008-06-28,Well-C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,production
2008-06-29,Well-C1,0.0,0.8572,0.8572,0.0,0.0,0.0,0.0,0.0,0.0,,production
2008-06-30,Well-C1,0.0,149.55525,149.55525,0.0,0.0,3.1261,0.0,0.0,0.0,,production
2008-07-01,Well-C1,0.0,260.19918,256.72141,3.47777,0.0,6.8901,0.0,0.0,0.0,,production
2008-07-02,Well-C1,0.0,261.10442,256.21142,4.893,14.34151,8.19451,0.0,0.0,0.0,,production
2008-07-03,Well-C1,0.0,264.61649,263.34602,1.27047,14.82518,14.95499,0.0,0.0,0.0,,production
2008-07-04,Well-C1,0.0,255.96443,253.57795,2.38648,14.9367,16.82969,0.0,0.0,0.0,,production
2008-07-05,Well-C1,0.0,262.05134,259.09827,2.95307,14.8764,18.54177,0.0,0.0,0.0,,production
2008-07-06,Well-C1,0.0,260.46968,248.36929,12.10039,15.18418,11.0967,0.0,0.0,0.0,,production
2008-07-07,Well-C1,0.0,255.43918,245.66106,9.77812,14.61353,14.47512,0.0,0.0,0.0,,production
2008-07-08,Well-C1,0.0,259.08389,247.35816,11.72573,14.78888,13.26109,0.0,0.0,0.0,,production
2008-07-09,Well-C1,0.0,266.396,230.79019,35.60581,15.04945,9.47031,0.0,0.0,0.0,,production
2008-07-10,Well-C1,0.0,267.51822,255.88615,11.63207,14.86451,13.48144,0.0,0.0,0.0,,production
2008-07-11,Well-C1,0.0,266.36397,212.62085,53.74312,21.5634,36.47549,0.0,0.0,0.0,,production
2008-07-12,Well-C1,0.0,267.68099,245.9077,21.77329,17.06815,21.6764,0.0,0.0,0.0,,production
2008-07-13,Well-C1,24.0,260.86687458333336,160.15195520833333,100.714919375,52.38189875,69.53941291666666,1735.26,252235.23,4.0,,production
2008-07-14,Well-C1,5.57,256.24822987432674,156.64991213644524,99.5983177378815,71.11535224416517,68.01616710951527,592.36,88949.0,1.37,,production
2008-07-15,Well-C1,24.0,254.98278468085107,156.3328440425532,98.64994063829788,67.59075319148936,66.94888382978723,2532.21,373786.28,5.84,,production
2008-07-16,Well-C1,24.0,251.47592083333333,155.81718708333332,95.65873375,73.78225145833333,63.663812291666666,3030.71,447840.09,9.13,,production
2008-07-17,Well-C1,24.0,249.34619083333334,155.76093895833333,93.585251875,78.03544041666666,61.33769958333333,3288.08,474614.43,7.58,,production
2008-07-18,Well-C1,24.0,251.50157104166666,155.2787975,96.22277354166667,75.74988666666667,64.30503125,2780.06,410359.82,11.05,,production
2008-07-19,Well-C1,24.0,251.50894291666665,155.359875625,96.14906729166667,75.33504,64.16431,2774.38,420865.05,6.4,,production
2008-07-20,Well-C1,24.0,251.45771104166667,155.35175916666665,96.105951875,75.61660541666667,64.12816041666666,2791.01,408766.41,6.43,,production
2008-07-21,Well-C1,24.0,251.72432625,155.23437604166668,96.48995020833334,76.07779375,64.560483125,2743.1,402199.56,6.32,,production
2008-07-22,Well-C1,24.0,251.85836791666668,155.17213270833332,96.68623520833333,77.01710479166667,64.77017729166667,2717.44,399221.04,6.45,,production
2008-07-23,Well-C1,24.0,251.91538770833333,155.18187520833334,96.7335125,77.13652520833334,64.77492395833333,2745.51,403771.0,6.38,,production
2008-07-24,Well-C1,24.0,251.85079041666665,155.19307083333334,96.65771958333333,76.882569375,64.948734375,2762.59,413309.67,6.4,,production
2008-07-25,Well-C1,24.0,251.86983375,155.582063125,96.287770625,71.98295291666666,64.81983583333333,2763.68,402430.02,6.43,,production
2008-07-26,Well-C1,24.0,251.85456291666668,155.417326875,96.43723604166667,73.84843666666667,64.93957125,2759.3,404995.2,6.39,,production
2008-07-27,Well-C1,24.0,251.9145875,155.41556770833333,96.49901979166667,74.9850975,65.00550708333333,2732.34,400145.03,6.28,,production
2008-07-28,Well-C1,24.0,251.95071395833332,155.36803104166665,96.58268291666667,75.897555,65.0687875,2762.74,405191.14,6.35,,production
2008-07-29,Well-C1,24.0,252.58910583333332,155.282053125,97.30705270833333,75.3691775,65.835334375,2670.67,391242.72,8.82,,production
2008-07-30,Well-C1,24.0,246.95408520833334,157.46854958333333,89.485535625,77.97330375,57.45833354166667,3553.37,519134.99,8.19,,production
2008-07-31,Well-C1,24.0,247.19177666666667,157.41067479166668,89.781101875,77.68485520833333,57.76983020833333,3550.27,519804.39,6.36,,production
2008-08-01,Well-C1,24.0,250.43519895833333,155.985695,94.44950395833334,76.95955354166666,62.752665416666666,3118.92,457661.81,5.0,,production
2008-08-02,Well-C1,24.0,250.5408075,160.50067458333334,90.04013291666666,74.14554541666666,59.902442083333334,3057.91,449222.7,4.29,,production
2008-08-03,Well-C1,24.0,250.44342395833334,156.15216708333332,94.291256875,75.897343125,63.26514541666667,3111.44,455830.95,4.67,,production
2008-08-04,Well-C1,22.5,250.17904544444445,155.99290222222223,94.18614322222223,76.064869,62.48481133333334,3019.3,441240.45,4.54,,production
2008-08-05,Well-C1,24.0,250.29155229166668,156.18513354166666,94.10641875,75.51428895833334,62.394005625,3135.89,457771.78,4.72,,production
2008-08-06,Well-C1,7.79167,251.12122171399713,156.13602109996958,94.98520061402755,77.05017245093799,63.30497240320753,911.43,134051.24,1.37,,production
2008-08-08,Well-C1,11.4,259.4878670614035,161.46213828947367,98.02572877192982,43.06599973684211,68.70180956140351,724.97,99367.94,1.09,,production
2008-08-09,Well-C1,24.0,247.84509916666667,157.201995,90.64310416666666,76.167758125,58.424295416666666,3821.01,526296.56,5.68,,production
2008-08-10,Well-C1,24.0,244.98141604166668,157.20853729166666,87.77287875,78.81060375,55.200675833333335,4148.94,575329.6,6.27,,production
2008-08-11,Well-C1,24.0,244.3121,156.91688083333332,87.39521916666666,79.22901416666667,54.72349333333333,4118.03,570958.86,6.17,,production
2008-08-12,Well-C1,24.0,244.0521625,156.771613125,87.280549375,77.39620854166667,54.61933583333333,4126.78,575615.74,6.2,,production
2008-08-13,Well-C1,24.0,243.90666604166665,156.30729541666668,87.599370625,77.91572083333334,55.02354416666667,3941.15,549953.08,7.54,,production
2008-08-14,Well-C1,24.0,244.30982479166667,156.19952916666668,88.110295625,77.26858854166667,55.653155416666664,3676.28,549990.93,23.12,,production
2008-08-15,Well-C1,24.0,244.30586104166667,155.46830104166668,88.83756,78.99816666666666,56.16472916666667,3603.11,539411.93,38.42,,production
2008-08-16,Well-C1,24.0,242.79234333333332,155.86036020833333,86.931983125,75.75946354166666,54.478054375,3578.92,522217.2,31.26,,production
2008-08-17,Well-C1,24.0,241.21794479166667,155.7399475,85.47799729166667,77.23155208333333,52.842461666666665,3723.19,543934.14,36.88,,production
2008-08-18,Well-C1,24.0,240.45311541666666,155.209209375,85.24390604166666,79.482491875,52.669517291666665,3666.19,553186.01,12.37,,production
2008-08-19,Well-C1,24.0,239.36899083333333,154.99636020833333,84.372630625,80.006625625,51.78235041666667,3719.87,560845.2,6.89,,production
2008-08-20,Well-C1,24.0,238.40274979166668,154.734435,83.66831479166666,80.073548125,51.03132291666667,4032.64,589848.54,7.67,,production
2008-08-21,Well-C1,17.875,237.6718051048951,154.69671986013986,82.97508524475525,78.76353706293706,50.386863496503494,2911.25,423611.98,5.54,,production
2008-08-22,Well-C1,0.0,255.61128,255.61119,9e-05,26.44045,0.02197,0.0,0.0,0.0,,production
2008-08-23,Well-C1,0.0,256.76934,256.74874,0.0206,17.53817,0.00376,0.0,0.0,0.0,,production
2008-08-24,Well-C1,0.0,257.78924,257.78866,0.00058,15.08622,0.02381,0.0,0.0,0.0,,production
2008-08-25,Well-C1,0.0,258.76323,258.76323,0.0,15.51184,0.02987,0.0,0.0,0.0,,production
2008-08-26,Well-C1,0.0,259.72557,259.72557,0.0,16.12245,0.04236,0.0,0.0,0.0,,production
2008-08-27,Well-C1,0.0,260.33938,260.32803,0.01135,15.68111,0.02898,0.0,0.0,0.0,,production
2008-08-28,Well-C1,0.0,260.32029,224.46467,35.85562,22.39637,35.82727,0.0,0.0,0.0,,production
2008-08-29,Well-C1,0.0,260.27294,160.48211,99.79083,19.00322,99.75564,0.0,0.0,0.0,,production
2008-08-30,Well-C1,0.0,260.2401,172.76644,87.47366,15.70087,87.38445,0.0,0.0,0.0,,production
2008-08-31,Well-C1,14.83333,252.34589754854102,156.7058994394448,95.6399981090962,58.45083704156113,63.534286053967655,1473.98,204185.7,2.84,,production
2008-09-01,Well-C1,0.0,260.71584,159.04569,101.67015,18.11266,69.96998,0.0,0.0,0.0,,production
2008-09-02,Well-C1,15.29167,252.32641228107852,156.2904152410103,96.03599704006822,63.57404985043491,63.78432500651008,1345.44,187673.22,0.79,,production
2008-09-03,Well-C1,24.0,252.19329854166668,154.8775525,97.31574604166667,71.78838708333333,65.01494916666667,2164.78,298774.41,0.8,,production
2008-09-04,Well-C1,24.0,252.292855,154.81167416666668,97.48118083333334,73.26228020833334,65.056365,2186.74,302139.38,0.86,,production
2008-09-05,Well-C1,24.0,252.36858916666668,155.207745,97.16084416666666,70.38254104166667,64.94688395833333,2230.26,305847.41,0.81,,production
2008-09-06,Well-C1,16.875,252.796314,155.24118585185184,97.55512814814814,72.05324422222222,65.12449762962963,1442.19,199286.09,0.75,,production
2008-09-07,Well-C1,0.0,262.17377,261.85704,0.31673,21.40883,0.29235,0.0,0.0,0.0,,production
2008-09-08,Well-C1,19.45833,252.92028355620445,156.04762644307604,96.87265711312841,67.98984950021405,64.60189012349981,1729.8,238728.06,1.23,,production
2008-09-09,Well-C1,24.0,252.37048645833335,155.03913416666666,97.33135229166666,72.45890583333333,65.48806979166666,2272.65,194403.17,1.11,,production
2008-09-10,Well-C1,24.0,241.04912229166666,158.851670625,82.19745166666667,77.58581729166667,49.072939166666664,4378.15,641009.67,5.68,,production
2008-09-11,Well-C1,24.0,237.0588825531915,160.05047957446808,77.00840297872341,75.61860893617022,43.6364929787234,4813.99,700783.73,8.17,,production
2008-09-12,Well-C1,24.0,235.64594170212766,159.42746340425532,76.21847829787234,75.81394106382979,42.8957014893617,4789.59,705461.79,8.14,,production
2008-09-13,Well-C1,24.0,233.43983395833334,159.18192458333334,74.257909375,76.998804375,40.873780833333335,4925.62,720884.42,6.44,,production
2008-09-14,Well-C1,24.0,231.42494333333335,158.70837291666666,72.71657041666667,78.37473125,39.33120125,4963.82,724921.58,7.44,,production
2008-09-15,Well-C1,24.0,229.796779375,158.08620791666667,71.71057145833333,79.33708854166666,38.338925,4970.38,724705.09,7.47,,production
2008-09-16,Well-C1,24.0,227.75388604166668,157.47313916666667,70.280746875,79.973719375,36.897161875,4982.77,724440.98,7.45,,production
2008-09-17,Well-C1,24.0,225.018074375,156.71610104166666,68.30197333333334,80.19972604166666,34.90621895833333,5003.65,724363.22,7.01,,production
2008-09-18,Well-C1,24.0,230.30072479166665,153.91262333333333,76.38810145833334,75.56598958333333,43.623434375,3949.42,571257.62,17.27,,production
2008-09-19,Well-C1,24.0,227.71916916666666,153.66218875,74.05698041666666,77.58742541666666,41.13544604166667,4169.6,603265.9,5.54,,production
2008-09-20,Well-C1,24.0,216.816625625,156.29678395833332,60.519841666666665,80.73828291666666,26.968424583333334,5353.53,765203.95,5.69,,production
2008-09-21,Well-C1,22.33333,220.14940770898474,154.8389267705443,65.31048093844043,75.37130543282619,31.79601564773368,4520.52,643641.96,6.34,,production
2008-09-22,Well-C1,22.58334,217.29357756221623,154.50116325059977,62.79241431161644,78.29939474569306,30.064808510446195,4689.72,668819.96,19.31,,production
2008-09-23,Well-C1,24.0,213.475226875,154.54931125,58.925915625,79.34266833333334,25.555932916666666,5290.92,753658.36,20.73,,production
2008-09-24,Well-C1,24.0,211.80178375,153.94629916666668,57.855484583333336,80.58356416666666,24.487358958333335,5336.6,757018.34,7.49,,production
2008-09-25,Well-C1,24.0,212.71775645833333,152.56305875,60.15469770833333,80.2207625,26.958795208333335,4880.31,733460.14,20.56,,production
2008-09-26,Well-C1,24.0,209.00704145833333,153.31483708333334,55.692204375,80.31911083333334,22.278057083333334,5453.84,773865.6,29.58,,production
2008-09-27,Well-C1,24.0,211.50040354166666,152.559100625,58.941302916666665,77.152328125,25.776691666666668,4902.39,705250.94,45.51,,production
2008-09-28,Well-C1,24.0,209.35992229166666,152.61197979166667,56.7479425,78.51363145833334,23.476315,5156.66,736404.87,18.84,,production
2008-09-29,Well-C1,24.0,207.53227666666666,152.632983125,54.899293541666665,78.69692354166666,21.530689375,5410.73,766070.77,10.11,,production
2008-09-30,Well-C1,18.16666,214.27620190904656,152.4224542601612,61.853747648885374,72.75483642729043,29.137238914990427,3282.19,469174.12,4.61,,production
2008-10-01,Well-C1,24.0,207.69404291666666,151.93683145833333,55.75721145833333,79.98339583333333,22.4555475,5319.83,754940.79,7.42,,production
2008-10-02,Well-C1,24.0,207.08476729166668,151.55245916666667,55.532308125,79.59961125,22.263081458333332,5569.54,789974.73,1.8,,production
