DATEPRD,NPD_WELL_BORE_CODE,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DP_TUBING,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL
2014-06-12,Well-E1,24.0,215.4968589583333,155.55921520833334,59.93764375,61.56102708333334,31.52928333333333,804.85,116554.82,101.88
2014-06-13,Well-E1,24.0,214.823228125,154.68515791666667,60.13807020833333,62.32717875,31.73943791666667,818.89,120308.03,56.75
2014-06-14,Well-E1,24.0,215.83254083333333,155.59778541666662,60.23475541666666,59.584406875,31.83577875,781.21,115374.09,54.32
2014-06-15,Well-E1,24.0,214.877320625,154.95770833333333,59.91961229166667,60.77416125,31.54426645833333,786.16,116058.03,54.55
2014-06-16,Well-E1,24.0,215.3808217021277,155.33310524379434,60.04771645833333,59.444948125,31.67064,757.43,111152.61,51.84
2014-06-17,Well-E1,24.0,216.1187333333333,155.97842479166667,60.14030854166667,58.60716666666666,31.76317395833333,726.5,107050.89,50.67
2014-06-18,Well-E1,24.0,215.98383375,156.19699666666668,59.78683708333333,58.66236833333333,31.399544375,723.96,106456.63,51.3
2014-06-19,Well-E1,24.0,215.818061875,156.37844083333334,59.43962104166667,57.54992875,31.0531575,715.28,105827.77,52.96
2014-06-20,Well-E1,24.0,215.57881625,156.48818166666666,59.09063458333333,58.445866875,30.703629375,710.62,104860.95,50.87
2014-06-21,Well-E1,24.0,215.3038695833333,156.59927333333334,58.70459625,58.70271770833333,30.313028125,708.04,104155.82,50.48
2014-06-22,Well-E1,24.0,214.949325,156.71347770833333,58.23584729166666,58.41832583333333,29.84628416666667,702.73,102417.8,51.7
2014-06-23,Well-E1,24.0,214.85795,157.393641875,57.464308125,57.88280729166666,28.779579375,695.74,102284.59,51.69
2014-06-24,Well-E1,24.0,214.8972902083333,157.98934020833337,56.90795,57.34990541666666,28.519126875,658.27,96651.98,94.65
2014-06-25,Well-E1,24.0,214.82190723404256,157.94656285904256,56.875344375,58.00721583333333,28.4768975,576.35,85082.22,79.35
2014-06-26,Well-E1,16.58333,219.5589929813252,158.58117644543043,60.97781653589478,49.15179838775445,35.12292091329064,369.83,55419.55,51.46
2014-06-27,Well-E1,23.83333,217.251737173664,162.7894177693843,54.46231940427964,50.51060779353536,26.03160115883513,418.45,63214.18,59.2
2014-06-28,Well-E1,24.0,215.0927583333333,160.7659508333333,54.3268075,55.68809958333333,25.90273145833333,588.96,88192.51,91.66
2014-06-29,Well-E1,24.0,215.258875,160.19683020833332,55.06204479166666,55.970378125,26.645965416666662,571.88,85616.39,81.73
2014-06-30,Well-E1,24.0,215.35081520833333,160.21150020833332,55.139315,56.005880000000005,26.72682125,512.52,76979.08,71.37
2014-07-01,Well-E1,24.0,215.3846883333333,160.41724583333334,54.9674425,56.25403770833334,26.55513,563.26,84307.54,78.69
2014-07-02,Well-E1,24.0,215.40707854166664,160.598766875,54.80831166666667,51.65249875,26.38999625,564.26,84364.91,78.72
2014-07-03,Well-E1,24.0,215.33240229166665,160.78178666666668,54.550615625,50.82098125,26.13235,565.09,84351.11,78.88
2014-07-04,Well-E1,24.0,215.21147125,161.10066208333333,54.11080916666667,51.418441875,25.67625916666667,563.73,84183.26,79.55
2014-07-05,Well-E1,24.0,215.11890875,161.48407,53.63483875,54.23162875,25.20113875,563.46,83869.61,79.95
2014-07-06,Well-E1,24.0,215.0673625,161.97297583333332,53.09438666666666,56.63623354166667,24.65926375,563.38,83853.8,80.3
2014-07-07,Well-E1,24.0,215.0700570833333,162.40674958333332,52.6633075,54.966429375,24.2335,522.0,77846.76,154.47
2014-07-08,Well-E1,24.0,215.047056875,163.02299916666666,52.02405770833333,57.48501479166666,23.58609583333333,523.33,77885.2,247.1
2014-07-09,Well-E1,24.0,215.13584104166668,163.88908729166667,51.24675375,56.12291791666666,22.79834020833333,521.97,77858.58,247.09
2014-07-10,Well-E1,24.0,215.165233125,164.23292125,50.932311875,57.48888791666667,22.47992979166667,490.49,73240.81,212.89
2014-07-11,Well-E1,24.0,215.1877052083333,164.69582291666666,50.49188229166667,56.11941270833334,22.03750854166667,491.71,72894.63,253.18
2014-07-12,Well-E1,24.0,215.46357625,165.92741708333332,49.53615916666666,56.63337875,21.080241666666662,488.44,72637.03,203.87
2014-07-13,Well-E1,24.0,215.75903729166663,166.74310729166666,49.01593,57.20372041666667,20.53987520833333,481.59,71515.34,199.79
2014-07-14,Well-E1,24.0,215.97684375,167.41170708333334,48.56513666666667,56.77503229166667,20.10156125,492.02,73095.92,215.32
2014-07-15,Well-E1,24.0,215.05076083333333,166.18858895833333,48.862171875,56.39544583333333,20.379876875,476.08,70443.1,246.8
2014-07-16,Well-E1,24.0,214.82744666666667,166.34190645833334,48.48554020833333,56.41817270833333,20.016264791666668,466.34,69327.14,243.78
2014-07-17,Well-E1,24.0,214.76105791666663,166.58482583333333,48.17623208333333,55.02667833333334,19.70736875,463.64,68816.51,241.88
2014-07-18,Well-E1,24.0,214.92327895833333,167.47418229166666,47.44909666666667,58.93711104166667,19.00926645833333,459.37,68361.17,240.96
2014-07-19,Well-E1,24.0,215.0345133333333,167.63869291666666,47.39582041666666,58.306706875,18.92244583333333,458.09,68466.24,240.67
2014-07-20,Well-E1,22.41666,216.04491832856905,168.8270776248826,47.217840703686456,55.54809989508696,18.539169488871227,290.87,44919.06,139.31
2014-07-21,Well-E1,24.0,215.1119158333333,170.29972791666663,44.81218791666666,56.696215625,16.28781875,487.33,72965.95,255.69
2014-07-22,Well-E1,24.0,215.0621164583333,168.71596854166663,46.34614791666666,58.75582166666667,17.86825,468.63,69274.03,242.24
2014-07-23,Well-E1,24.0,215.20504229166667,169.04784541666666,46.157196875,58.98481395833333,17.68069,465.25,69890.63,239.87
2014-07-24,Well-E1,24.0,215.3784239583333,169.28101479166668,46.09740916666666,59.719150625,17.614390208333333,466.58,69742.96,232.45
2014-07-25,Well-E1,24.0,215.5264675,169.77094645833333,45.75552104166667,59.46733520833333,17.268634791666667,464.22,69237.42,233.39
2014-07-26,Well-E1,24.0,215.6135327083333,170.11225,45.50128270833334,60.03879375,17.04690666666667,458.9,68830.6,251.5
2014-07-27,Well-E1,24.0,215.8441045833333,170.95729833333334,44.88680625,58.891433125,16.437135625,460.83,68637.71,260.12
2014-07-28,Well-E1,24.0,216.0867133333333,171.44501375,44.64169958333334,59.25229625,16.195364583333333,457.95,68330.74,245.26
2014-07-29,Well-E1,24.0,215.96572375,171.36745208333338,44.59827166666667,56.663951875,16.150985208333335,481.51,71884.8,258.75
2014-07-30,Well-E1,24.0,214.62624645833333,169.63605541666666,44.99019104166667,57.164944375,16.521602291666667,489.43,72278.48,243.17
2014-07-31,Well-E1,24.0,215.092216875,171.84478916666663,43.24742770833333,58.95927479166666,14.724694583333331,375.93,56054.71,218.34
2014-08-01,Well-E1,24.0,215.0268008333333,171.35553333333334,43.6712675,59.04387666666667,15.149589375,378.38,56399.27,218.27
2014-08-02,Well-E1,24.0,215.1546158333333,172.01562916666663,43.13898666666667,58.062896875,14.60492125,379.41,56289.52,217.93
2014-08-03,Well-E1,24.0,215.1299525,171.87886208333333,43.25109041666666,57.60846208333334,14.743590625,377.42,56568.78,212.92
2014-08-04,Well-E1,24.0,212.89510270833333,168.85866416666667,44.03643854166667,56.58262104166667,15.51763875,417.98,61912.18,228.26
2014-08-05,Well-E1,24.0,210.16669395833333,166.75778916666667,43.40890479166666,63.582511875,14.91257,507.75,75078.33,262.22
2014-08-06,Well-E1,24.0,209.822861875,167.205560625,42.61730125,62.68489354166667,14.107544791666667,469.73,69712.66,252.81
2014-08-07,Well-E1,24.0,210.0938064583333,169.04300229166662,41.050804166666666,60.702031875,12.535359375,521.26,77390.65,293.66
2014-08-08,Well-E1,24.0,210.1840520833333,169.81861333333333,40.36543875,62.56045770833333,11.8383425,518.32,76994.95,297.2
2014-08-09,Well-E1,24.0,210.54521979166665,170.39707145833333,40.14814833333333,58.13987979166666,11.605805625,493.37,73656.88,289.96
2014-08-10,Well-E1,24.0,210.63094708333333,170.85841791666667,39.772529166666665,56.23088041666666,11.218987291666664,509.21,76002.49,303.18
2014-08-11,Well-E1,24.0,213.44830479166663,176.0983252171986,37.349979574468094,50.72395541666667,8.751239157801418,351.8,52975.29,240.5
2014-08-12,Well-E1,24.0,215.50558666666663,178.41154770833333,37.094038958333336,44.267469375,8.481566666666666,287.03,44830.19,240.33
2014-08-13,Well-E1,24.0,215.89499104166663,178.0034325,37.89155854166667,50.89007916666666,9.290505625,278.58,44300.38,235.04
2014-08-14,Well-E1,24.0,215.8551070833333,177.02265666666668,38.83245041666667,56.83090770833334,10.254388958333331,297.19,47071.12,248.98
2014-08-15,Well-E1,24.0,215.776775,176.23341625,39.54335875,57.329050625,10.978174166666667,297.33,46462.15,247.88
2014-08-16,Well-E1,24.0,216.00179125,176.63536125,39.36643,52.84613395833333,10.795766458333333,296.2,44219.4,246.54
2014-08-17,Well-E1,24.0,216.0160852083333,176.17745625,39.83862895833333,53.757828125,11.25882875,296.12,44243.43,247.16
2014-08-18,Well-E1,24.0,216.08165916666667,176.08040354166667,40.001255625,57.06408604166667,11.42737125,293.35,44083.13,246.91
2014-09-03,Well-E1,19.16667,248.0242617393423,205.83439781770645,42.18986392163584,46.48999862665763,13.351927742085609,103.77,16925.68,74.34
2014-09-04,Well-E1,24.0,237.28709895833333,208.79973104166663,28.48736791666667,53.78346229166666,2.371129375,290.3,46375.59,537.45
2014-09-05,Well-E1,24.0,223.51004,184.58971541666668,38.92032458333333,66.291793125,10.308105625,427.63,69487.31,343.53
2014-09-06,Well-E1,24.0,225.25121020833333,181.58750125,43.66370895833333,64.88764104166667,15.083549583333332,422.69,68818.15,341.93
2014-09-07,Well-E1,24.0,225.93842604166667,181.001674375,44.93675166666666,60.68587270833334,16.367745833333334,412.14,67226.27,336.66
2014-09-08,Well-E1,24.0,224.92908854166663,179.58043145833332,45.34865708333334,62.909975625,16.791042291666667,410.96,66847.2,336.99
2014-09-09,Well-E1,24.0,224.6761820833333,179.13673666666668,45.53944541666666,61.99288875,16.99311625,409.11,66355.28,333.87
2014-09-10,Well-E1,24.0,224.65433291666668,179.21602604166668,45.438306875,62.49474020833333,16.897661666666668,389.68,63293.2,315.24
2014-09-11,Well-E1,24.0,225.9611525,180.898486875,45.062665625,57.542660625,16.515696458333334,380.29,60994.93,327.07
2014-09-12,Well-E1,24.0,225.60941645833333,180.7273783333333,44.882038125,56.71266479166667,16.341968125,391.22,57081.97,324.73
2014-09-13,Well-E1,24.0,225.299678125,180.7977977083333,44.50188041666666,58.730591875,15.958547916666667,391.65,57123.13,328.6
2014-09-14,Well-E1,24.0,225.14861,181.19154541666663,43.95706458333333,60.81714104166666,15.41355625,384.47,56615.33,322.53
2014-09-15,Well-E1,24.0,224.942829375,181.29603854166663,43.64679083333333,59.24474208333334,15.093220416666664,342.35,50991.05,291.45
2014-09-16,Well-E1,24.0,224.80511,181.5132870833333,43.29182291666667,58.169179375,14.624452708333331,338.88,50946.9,291.36
2014-09-17,Well-E1,24.0,224.62491770833333,181.71415229166664,42.910765416666656,58.46444770833333,14.3231175,344.5,51928.13,297.38
2014-09-18,Well-E1,24.0,224.54902,181.97209479166668,42.576925208333336,58.85833708333333,14.005613541666667,333.55,49757.91,304.7
2014-09-19,Well-E1,24.0,224.55890595744685,182.3016421276596,42.25726382978723,59.272996382978725,13.685098510638296,329.6,49601.74,302.29
2014-09-20,Well-E1,24.0,221.86346729166667,179.487441875,42.37602541666666,60.52504666666667,13.811587083333333,358.2,53618.2,320.36
2014-09-21,Well-E1,24.0,219.55453791666667,177.66901375,41.88552416666667,61.65104125,13.336862890070922,377.72,56786.58,332.75
2014-09-22,Well-E1,24.0,219.8883565957447,178.45247276595745,41.43588382978724,61.076911276595744,12.880312765957449,356.65,53587.32,331.96
2014-09-23,Well-E1,24.0,219.7153695833333,178.64348,41.07188958333333,58.68430625,12.504548333333334,354.31,53315.98,327.97
2014-09-24,Well-E1,24.0,219.83302125,179.376233125,40.456788125,58.96465583333333,11.879364791666667,338.53,51384.99,318.34
2014-09-25,Well-E1,24.0,220.00881416666667,179.99792250000002,40.010891666666666,55.704954375,11.420707291666664,324.9,49352.26,323.5
2014-09-26,Well-E1,24.0,219.9670583333333,180.1937964583333,39.773261875,54.60610020833333,11.186131041666664,324.95,49388.31,321.98
2014-09-27,Well-E1,24.0,219.89681291666668,180.22877729166663,39.668035625,53.283423125,11.087791041666666,322.07,49245.8,322.83
2014-09-28,Well-E1,23.09167,220.04238073811905,180.66808635202216,39.374294386096814,53.805214032978135,10.846289529904071,308.31,47050.78,307.78
2014-10-01,Well-E1,24.0,226.03247879835865,217.9567857683223,8.075693030036353,52.41251817668255,2.636929043276557,55.2,8962.05,142.03
2014-10-02,Well-E1,24.0,211.872953125,180.9787795833333,30.89417354166667,58.72326041666667,4.5078120833333335,199.07,31730.64,308.22
2014-10-03,Well-E1,24.0,221.1348920833333,186.135895625,34.99899645833333,51.46098083333333,5.624685625,275.22,43000.78,454.65
2014-10-04,Well-E1,24.0,219.880265,183.16858958333333,36.711675416666665,57.5794,8.099011041666667,287.64,44101.37,459.8
2014-10-05,Well-E1,24.0,219.4743620833333,181.85077541666664,37.62358666666667,57.28001645833334,8.980132083333332,323.18,49500.61,352.61
2014-10-06,Well-E1,24.0,220.90165854166668,183.04130895833333,37.86034958333333,57.764673125,9.253898541666668,315.32,48232.88,344.36
2014-10-07,Well-E1,24.0,220.65349854166664,182.43708,38.21641854166667,55.11826375,9.604592916666666,322.31,48180.54,335.27
2014-10-08,Well-E1,24.0,220.6688252083333,182.38521104166668,38.283614166666666,53.30245854166667,9.666686875,320.34,49975.21,345.3
2014-10-09,Well-E1,24.0,220.46748604166663,182.13855916666665,38.328926875,53.200375,9.703415833333333,325.92,50479.21,343.83
2014-10-10,Well-E1,24.0,220.17773166666663,181.79826916666667,38.3794625,53.76637979166666,9.76957,329.2,50894.03,327.28
2014-10-11,Well-E1,24.0,220.15625645833333,181.93129104166667,38.22496541666667,52.71461229166667,9.624984375,325.01,50157.65,326.37
2014-10-12,Well-E1,24.0,220.145434375,182.0669114583333,38.07852291666666,56.23205833333334,9.478541041666666,323.37,49865.05,325.88
2014-10-13,Well-E1,24.0,220.325186875,182.512313125,37.81287375,60.76198041666667,9.214866458333333,320.68,49604.0,335.92
2014-10-14,Well-E1,24.0,220.43913479166667,182.78974541666668,37.649389375,60.44961020833333,9.04979875,320.41,49571.91,337.83
2014-10-15,Well-E1,24.0,220.219323125,182.55331541666663,37.66600770833333,60.61770416666667,9.063642708333331,322.67,49750.14,335.65
2014-10-16,Well-E1,24.0,220.0119183333333,182.427516875,37.58440145833333,59.25235208333334,8.978537708333333,322.4,49652.61,331.77
2014-10-17,Well-E1,24.0,220.2126772916667,182.85216916666667,37.360508125,59.51860270833333,8.755220833333333,321.25,49635.23,330.51
2014-10-18,Well-E1,24.0,220.225365625,182.90962354166663,37.31574208333333,54.29432395833334,8.70129375,321.22,49749.37,328.68
2014-10-19,Well-E1,24.0,220.22303854166665,183.09045375,37.132584791666666,50.16953375,8.507578125,323.37,50070.67,328.82
2014-10-20,Well-E1,24.0,220.72144604166667,184.3632725,36.358173541666666,56.08667270833333,7.7287879166666675,326.54,50700.18,334.76
2014-10-21,Well-E1,24.0,220.4119952083333,183.59189541666663,36.82009979166666,55.68821708333334,8.182811666666666,316.21,48561.88,329.9
2014-10-22,Well-E1,24.0,220.6235377083333,183.94441916666668,36.67911854166667,55.688135625,8.0593325,314.23,48495.35,335.34
2014-10-23,Well-E1,24.0,220.617973125,183.8877983333333,36.73017479166667,49.98769,8.109852916666666,313.92,48623.42,329.6
2014-10-24,Well-E1,24.0,220.74459979166667,184.09443,36.65016979166667,50.370228125,8.026845416666667,314.24,48608.64,332.0
2014-10-25,Well-E1,24.0,220.862453125,184.27335041666663,36.589102708333336,48.38396583333334,7.9587754166666675,317.47,49209.26,333.76
2014-10-26,Well-E1,24.0,220.9579696,184.403695,36.55427460000001,47.2878134,7.917633,333.14,51384.55,336.05
2014-10-27,Well-E1,24.0,219.9636889583333,182.96693979166668,36.99674916666667,53.30348125,8.444459791666667,318.2,49190.87,332.65
2014-10-28,Well-E1,24.0,219.961045625,183.295253125,36.6657925,53.39363645833333,8.208829583333333,315.14,48598.96,325.35
2014-10-29,Well-E1,24.0,220.717868125,184.64122666666665,36.07664145833333,59.31531083333334,7.609122916666666,304.36,46729.01,320.2
2014-10-30,Well-E1,24.0,221.11960354166663,185.2518825,35.86772104166667,57.79628208333333,7.245215833333333,318.25,48777.45,330.73
2014-10-31,Well-E1,24.0,219.49491854166664,182.653271875,36.84164666666667,58.456375,8.233908958333334,322.58,50070.47,329.75
2014-11-01,Well-E1,24.0,219.78469291666667,183.3294470833333,36.455245833333336,51.983535208333336,7.83321,316.54,49047.96,323.66
2014-11-02,Well-E1,24.0,220.06557541666663,183.840129375,36.225446041666665,50.97238791666667,7.587975833333332,321.29,49771.51,329.74
2014-11-03,Well-E1,24.0,220.343435,184.31538604166667,36.028048958333336,54.662125625,7.379769166666668,295.17,45685.5,328.45
2014-11-04,Well-E1,24.0,220.48659291666667,184.59446666666668,35.89212625,58.73782770833333,7.242466041666668,290.68,45093.92,304.68
2014-11-05,Well-E1,24.0,221.7877875,186.6913083333333,35.09647916666667,58.07886,6.4455858333333325,288.26,44831.92,306.52
2014-11-06,Well-E1,24.0,221.6857883333333,186.5438783333333,35.14191,54.915096875,6.485084583333332,292.13,45409.59,310.29
2014-11-07,Well-E1,24.0,220.0106675,183.52762020833333,36.483047291666665,56.35628729166667,7.915645416666668,293.13,45241.11,303.39
2014-11-08,Well-E1,24.0,219.9932525,183.717356875,36.275895625,53.55137604166666,7.820728125,292.29,45656.62,321.66
2014-11-09,Well-E1,24.0,220.4792902083333,184.6696364583333,35.80965375,53.34118770833334,7.389779375,289.93,45638.78,325.6
2014-11-10,Well-E1,24.0,222.46633104166668,188.07677604166668,34.389555,54.08902208333333,5.83816,283.28,46087.72,324.04
2014-11-11,Well-E1,24.0,219.97932229166668,183.48821666666663,36.491105625,60.33769125,8.044379166666667,294.55,46628.59,331.5
2014-11-12,Well-E1,24.0,219.18383979166663,182.73963291666664,36.444206875,59.22692916666666,7.996720625,295.28,46218.27,317.91
2014-11-13,Well-E1,24.0,220.275471875,184.8831683333333,35.392303541666664,58.757314375,6.95453125,290.93,45666.25,311.88
2014-11-14,Well-E1,24.0,220.8793002083333,185.6501727083333,35.229127500000004,58.249173125,6.792428125,290.46,45494.2,311.76
2014-11-15,Well-E1,24.0,220.069,184.4089220833333,35.660077916666665,57.9962925,7.220033333333332,293.48,45840.45,310.73
2014-11-16,Well-E1,24.0,221.1359375,186.351299375,34.784638125,56.50145729166667,6.347044375,292.77,45756.05,319.06
2014-11-17,Well-E1,24.0,222.1457052083333,188.301939375,33.843765833333336,56.00397479166666,5.412362708333332,293.11,45039.02,330.08
2014-11-18,Well-E1,24.0,220.41177291666668,184.32936125,36.082411666666665,59.36097416666666,7.655098541666668,289.07,44152.35,313.15
2014-11-19,Well-E1,24.0,221.50414625,186.181090625,35.323055625,58.972145625,6.8958575,281.74,43106.73,305.81
2014-11-20,Well-E1,24.0,219.9997964583333,183.561393125,36.43840333333333,60.767264583333336,8.0168975,285.32,43755.31,302.5
2014-11-21,Well-E1,24.0,220.1007775,184.11307104166667,35.98770645833333,59.95891416666666,7.571737291666666,283.6,43675.5,300.66
2014-11-22,Well-E1,24.0,219.91921979166668,183.984733125,35.934486666666665,57.6117225,7.5065066666666675,283.17,43476.89,300.48
2014-11-23,Well-E1,24.0,221.05652125,186.40782,34.64870125,56.576238125,6.221974375,272.89,42663.27,299.46
2014-11-30,Well-E1,12.0,247.3583,208.73611,38.62219,34.16762,32.53673,1.26,250.79,1.23
2014-12-01,Well-E1,13.5,255.41031,248.86561,6.5447,20.87301,2.25817,120.29,25857.08,183.44
2015-01-01,Well-E1,9.5,298.4355868669893,192.4086080668129,106.02697880017652,21.337125168275858,77.94737669091298,94.01,16782.38,65.19
2015-01-02,Well-E1,24.0,292.150093125,191.8863789583333,100.26371416666667,45.620785,71.457408125,790.87,118908.67,299.67
2015-01-03,Well-E1,24.0,279.98879791666667,184.54984833333333,95.43894958333334,60.84504145833333,66.33670625,916.81,148644.1,345.31
2015-01-04,Well-E1,24.0,271.2984545833333,184.70966916666663,86.58878541666668,57.43637604166667,57.67066666666667,788.73,115569.52,400.83
2015-01-05,Well-E1,24.0,265.07030979166666,183.37638729166667,81.6939225,56.25419291666667,52.70205020833333,790.15,115433.13,405.58
